name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink 
HD 43691 b,279,2.55 Jupiters,8.03,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6637/hd-43691-b/
HD 44219 b,173,0.58 Jupiters,7.69,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6638/hd-44219-b/
HD 45184 b,72,12.19 Earths,6.383,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7314/hd-45184-b/
HD 45184 c,72,8.81 Earths,6.383,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7315/hd-45184-c/
HD 45350 b,153,1.79 Jupiters,7.89,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6641/hd-45350-b/
HD 45364 b,112,0.1872 Jupiters,8.08,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6639/hd-45364-b/
HD 45364 c,112,0.6579 Jupiters,8.08,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6640/hd-45364-c/
HD 45652 b,114,0.433 Jupiters,8.1,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6642/hd-45652-b/
HD 46375 b,96,0.226 Jupiters,7.91,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6643/hd-46375-b/
HD 47186 b,122,22.2481 Earths,7.63,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6644/hd-47186-b/
HD 47186 c,122,0.35061 Jupiters,7.63,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6645/hd-47186-c/
HD 4732 b,179,2.37 Jupiters,5.9,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6788/hd-4732-b/
HD 4732 c,179,2.37 Jupiters,5.9,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6789/hd-4732-c/
HD 47366 b,275,2.3 Jupiters,6.11151,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7275/hd-47366-b/
HD 47366 c,275,1.88 Jupiters,6.11151,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7276/hd-47366-c/
HD 47536 b,400,7.32 Jupiters,5.25,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6646/hd-47536-b/
HD 4760 b,1755,13.9 Jupiters,7.51,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7822/hd-4760-b/
HD 48265 b,295,1.525 Jupiters,8.05,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6647/hd-48265-b/
HD 4917 b,666,1.615 Jupiters,8.03,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7359/hd-4917-b/
HD 49674 b,140,31.783 Earths,8.1,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6648/hd-49674-b/
HD 50499 b,151,1.636 Jupiters,7.21,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6649/hd-50499-b/
HD 50499 c,151,2.93 Jupiters,7.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7344/hd-50499-c/
HD 50554 b,102,4.954 Jupiters,6.8561,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6650/hd-50554-b/
HD 51608 b,114,12.77 Earths,8.17,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7316/hd-51608-b/
HD 51608 c,114,14.31 Earths,8.17,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7317/hd-51608-c/
HD 52265 b,98,1.21 Jupiters,6.29351,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6651/hd-52265-b/
HD 5278 b,188,7.8 Earths,7.94,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7851/hd-5278-b/
HD 5278 c,188,18.4 Earths,7.94,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7849/hd-5278-c/
HD 5319 b,396,1.556 Jupiters,8.05,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6790/hd-5319-b/
HD 5319 c,396,1.053 Jupiters,8.05,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6791/hd-5319-c/
HD 55696 b,254,3.87 Jupiters,7.95,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7262/hd-55696-b/
HD 5583 b,715,5.78 Jupiters,7.604,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7024/hd-5583-b/
HD 5608 b,190,1.681 Jupiters,6.00272,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6792/hd-5608-b/
HD 564 b,167,0.33 Jupiters,8.32,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6771/hd-564-b/
HD 5891 b,925,7.63 Jupiters,8.09,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6793/hd-5891-b/
HD 59686 A b,291,6.92 Jupiters,5.44299,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7223/hd-59686-a-b/
HD 60292 b,1028,6.5 Jupiters,6.94657,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7846/hd-60292-b/
HD 60532 b,85,1.06 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6652/hd-60532-b/
HD 60532 c,85,2.51 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6653/hd-60532-c/
HD 62509 b,34,2.3 Jupiters,1.12512,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6654/hd-62509-b/
HD 63433 b,73,5.27 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7747/hd-63433-b/
HD 63433 c,73,7.61 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7748/hd-63433-c/
HD 63454 b,123,0.25 Jupiters,9.37,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6655/hd-63454-b/
HD 63765 b,106,0.53 Jupiters,8.1,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6656/hd-63765-b/
HD 63935 b,160,10.8 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8008/hd-63935-b/
HD 63935 c,160,11.1 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8009/hd-63935-c/
HD 64114 b,103,17.8 Earths,7.71,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7379/hd-64114-b/
HD 64121 b,424,2.56 Jupiters,7.43,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8385/hd-64121-b/
HD 6434 b,138,0.49 Jupiters,7.72,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6794/hd-6434-b/
HD 65216 b,115,1.295 Jupiters,7.97,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6657/hd-65216-b/
HD 65216 c,115,2.03 Jupiters,7.97,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6658/hd-65216-c/
HD 66141 b,222,6 Jupiters,4.37821,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6659/hd-66141-b/
HD 66428 b,174,3.204 Jupiters,8.25,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6660/hd-66428-b/
HD 66428 c,174,27 Jupiters,8.25,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7888/hd-66428-c/
HD 67087 b,250,3.06 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6661/hd-67087-b/
HD 67087 c,250,4.85 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6662/hd-67087-c/
HD 6718 b,167,1.68 Jupiters,8.45,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6795/hd-6718-b/
HD 68402 b,256,3.07 Jupiters,9.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7232/hd-68402-b/
HD 564 b,167,0.33 Jupiters,8.32,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6771/hd-564-b/
HD 5891 b,925,7.63 Jupiters,8.09,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6793/hd-5891-b/
HD 59686 A b,291,6.92 Jupiters,5.44299,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7223/hd-59686-a-b/
HD 60292 b,1028,6.5 Jupiters,6.94657,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7846/hd-60292-b/
HD 60532 b,85,1.06 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6652/hd-60532-b/
HD 60532 c,85,2.51 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6653/hd-60532-c/
HD 62509 b,34,2.3 Jupiters,1.12512,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6654/hd-62509-b/
HD 63433 b,73,5.27 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7747/hd-63433-b/
HD 63433 c,73,7.61 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7748/hd-63433-c/
HD 63454 b,123,0.25 Jupiters,9.37,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6655/hd-63454-b/
HD 63765 b,106,0.53 Jupiters,8.1,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6656/hd-63765-b/
HD 63935 b,160,10.8 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8008/hd-63935-b/
HD 63935 c,160,11.1 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8009/hd-63935-c/
HD 64114 b,103,17.8 Earths,7.71,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7379/hd-64114-b/
HD 64121 b,424,2.56 Jupiters,7.43,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8385/hd-64121-b/
HD 6434 b,138,0.49 Jupiters,7.72,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6794/hd-6434-b/
HD 65216 b,115,1.295 Jupiters,7.97,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6657/hd-65216-b/
HD 65216 c,115,2.03 Jupiters,7.97,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6658/hd-65216-c/
HD 66141 b,222,6 Jupiters,4.37821,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6659/hd-66141-b/
HD 66428 b,174,3.204 Jupiters,8.25,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6660/hd-66428-b/
HD 66428 c,174,27 Jupiters,8.25,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7888/hd-66428-c/
HD 67087 b,250,3.06 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6661/hd-67087-b/
HD 67087 c,250,4.85 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6662/hd-67087-c/
HD 6718 b,167,1.68 Jupiters,8.45,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6795/hd-6718-b/
HD 68402 b,256,3.07 Jupiters,9.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7232/hd-68402-b/
HD 564 b,167,0.33 Jupiters,8.32,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6771/hd-564-b/
HD 5891 b,925,7.63 Jupiters,8.09,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6793/hd-5891-b/
HD 59686 A b,291,6.92 Jupiters,5.44299,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7223/hd-59686-a-b/
HD 60292 b,1028,6.5 Jupiters,6.94657,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7846/hd-60292-b/
HD 60532 b,85,1.06 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6652/hd-60532-b/
HD 60532 c,85,2.51 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6653/hd-60532-c/
HD 62509 b,34,2.3 Jupiters,1.12512,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6654/hd-62509-b/
HD 63433 b,73,5.27 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7747/hd-63433-b/
HD 63433 c,73,7.61 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7748/hd-63433-c/
HD 63454 b,123,0.25 Jupiters,9.37,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6655/hd-63454-b/
HD 63765 b,106,0.53 Jupiters,8.1,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6656/hd-63765-b/
HD 63935 b,160,10.8 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8008/hd-63935-b/
HD 63935 c,160,11.1 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8009/hd-63935-c/
HD 64114 b,103,17.8 Earths,7.71,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7379/hd-64114-b/
HD 64121 b,424,2.56 Jupiters,7.43,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8385/hd-64121-b/
HD 6434 b,138,0.49 Jupiters,7.72,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6794/hd-6434-b/
HD 65216 b,115,1.295 Jupiters,7.97,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6657/hd-65216-b/
HD 65216 c,115,2.03 Jupiters,7.97,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6658/hd-65216-c/
HD 66141 b,222,6 Jupiters,4.37821,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6659/hd-66141-b/
HD 66428 b,174,3.204 Jupiters,8.25,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6660/hd-66428-b/
HD 66428 c,174,27 Jupiters,8.25,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7888/hd-66428-c/
HD 67087 b,250,3.06 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6661/hd-67087-b/
HD 67087 c,250,4.85 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6662/hd-67087-c/
HD 6718 b,167,1.68 Jupiters,8.45,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6795/hd-6718-b/
HD 68402 b,256,3.07 Jupiters,9.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7232/hd-68402-b/
HD 564 b,167,0.33 Jupiters,8.32,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6771/hd-564-b/
HD 5891 b,925,7.63 Jupiters,8.09,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6793/hd-5891-b/
HD 59686 A b,291,6.92 Jupiters,5.44299,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7223/hd-59686-a-b/
HD 60292 b,1028,6.5 Jupiters,6.94657,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7846/hd-60292-b/
HD 60532 b,85,1.06 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6652/hd-60532-b/
HD 60532 c,85,2.51 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6653/hd-60532-c/
HD 62509 b,34,2.3 Jupiters,1.12512,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6654/hd-62509-b/
HD 63433 b,73,5.27 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7747/hd-63433-b/
HD 63433 c,73,7.61 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7748/hd-63433-c/
HD 63454 b,123,0.25 Jupiters,9.37,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6655/hd-63454-b/
HD 63765 b,106,0.53 Jupiters,8.1,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6656/hd-63765-b/
HD 63935 b,160,10.8 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8008/hd-63935-b/
HD 63935 c,160,11.1 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8009/hd-63935-c/
HD 64114 b,103,17.8 Earths,7.71,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7379/hd-64114-b/
HD 64121 b,424,2.56 Jupiters,7.43,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8385/hd-64121-b/
HD 6434 b,138,0.49 Jupiters,7.72,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6794/hd-6434-b/
HD 65216 b,115,1.295 Jupiters,7.97,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6657/hd-65216-b/
HD 65216 c,115,2.03 Jupiters,7.97,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6658/hd-65216-c/
HD 66141 b,222,6 Jupiters,4.37821,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6659/hd-66141-b/
HD 66428 b,174,3.204 Jupiters,8.25,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6660/hd-66428-b/
HD 66428 c,174,27 Jupiters,8.25,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7888/hd-66428-c/
HD 67087 b,250,3.06 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6661/hd-67087-b/
HD 67087 c,250,4.85 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6662/hd-67087-c/
HD 6718 b,167,1.68 Jupiters,8.45,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6795/hd-6718-b/
HD 68402 b,256,3.07 Jupiters,9.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7232/hd-68402-b/
HD 564 b,167,0.33 Jupiters,8.32,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6771/hd-564-b/
HD 5891 b,925,7.63 Jupiters,8.09,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6793/hd-5891-b/
HD 59686 A b,291,6.92 Jupiters,5.44299,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7223/hd-59686-a-b/
HD 60292 b,1028,6.5 Jupiters,6.94657,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7846/hd-60292-b/
HD 60532 b,85,1.06 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6652/hd-60532-b/
HD 60532 c,85,2.51 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6653/hd-60532-c/
HD 62509 b,34,2.3 Jupiters,1.12512,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6654/hd-62509-b/
HD 63433 b,73,5.27 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7747/hd-63433-b/
HD 63433 c,73,7.61 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7748/hd-63433-c/
HD 63454 b,123,0.25 Jupiters,9.37,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6655/hd-63454-b/
HD 63765 b,106,0.53 Jupiters,8.1,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6656/hd-63765-b/
HD 63935 b,160,10.8 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8008/hd-63935-b/
HD 63935 c,160,11.1 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8009/hd-63935-c/
HD 64114 b,103,17.8 Earths,7.71,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7379/hd-64114-b/
HD 64121 b,424,2.56 Jupiters,7.43,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8385/hd-64121-b/
HD 6434 b,138,0.49 Jupiters,7.72,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6794/hd-6434-b/
HD 65216 b,115,1.295 Jupiters,7.97,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6657/hd-65216-b/
HD 65216 c,115,2.03 Jupiters,7.97,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6658/hd-65216-c/
HD 66141 b,222,6 Jupiters,4.37821,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6659/hd-66141-b/
HD 66428 b,174,3.204 Jupiters,8.25,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6660/hd-66428-b/
HD 66428 c,174,27 Jupiters,8.25,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7888/hd-66428-c/
HD 67087 b,250,3.06 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6661/hd-67087-b/
HD 67087 c,250,4.85 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6662/hd-67087-c/
HD 6718 b,167,1.68 Jupiters,8.45,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6795/hd-6718-b/
HD 68402 b,256,3.07 Jupiters,9.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7232/hd-68402-b/
HD 564 b,167,0.33 Jupiters,8.32,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6771/hd-564-b/
HD 5891 b,925,7.63 Jupiters,8.09,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6793/hd-5891-b/
HD 59686 A b,291,6.92 Jupiters,5.44299,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7223/hd-59686-a-b/
HD 60292 b,1028,6.5 Jupiters,6.94657,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7846/hd-60292-b/
HD 60532 b,85,1.06 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6652/hd-60532-b/
HD 60532 c,85,2.51 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6653/hd-60532-c/
HD 62509 b,34,2.3 Jupiters,1.12512,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6654/hd-62509-b/
HD 63433 b,73,5.27 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7747/hd-63433-b/
HD 63433 c,73,7.61 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7748/hd-63433-c/
HD 63454 b,123,0.25 Jupiters,9.37,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6655/hd-63454-b/
HD 63765 b,106,0.53 Jupiters,8.1,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6656/hd-63765-b/
HD 63935 b,160,10.8 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8008/hd-63935-b/
HD 63935 c,160,11.1 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8009/hd-63935-c/
HD 64114 b,103,17.8 Earths,7.71,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7379/hd-64114-b/
HD 64121 b,424,2.56 Jupiters,7.43,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8385/hd-64121-b/
HD 6434 b,138,0.49 Jupiters,7.72,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6794/hd-6434-b/
HD 65216 b,115,1.295 Jupiters,7.97,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6657/hd-65216-b/
HD 65216 c,115,2.03 Jupiters,7.97,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6658/hd-65216-c/
HD 66141 b,222,6 Jupiters,4.37821,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6659/hd-66141-b/
HD 66428 b,174,3.204 Jupiters,8.25,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6660/hd-66428-b/
HD 66428 c,174,27 Jupiters,8.25,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7888/hd-66428-c/
HD 67087 b,250,3.06 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6661/hd-67087-b/
HD 67087 c,250,4.85 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6662/hd-67087-c/
HD 6718 b,167,1.68 Jupiters,8.45,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6795/hd-6718-b/
HD 68402 b,256,3.07 Jupiters,9.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7232/hd-68402-b/
HD 564 b,167,0.33 Jupiters,8.32,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6771/hd-564-b/
HD 5891 b,925,7.63 Jupiters,8.09,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6793/hd-5891-b/
HD 59686 A b,291,6.92 Jupiters,5.44299,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7223/hd-59686-a-b/
HD 60292 b,1028,6.5 Jupiters,6.94657,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7846/hd-60292-b/
HD 60532 b,85,1.06 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6652/hd-60532-b/
HD 60532 c,85,2.51 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6653/hd-60532-c/
HD 62509 b,34,2.3 Jupiters,1.12512,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6654/hd-62509-b/
HD 63433 b,73,5.27 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7747/hd-63433-b/
HD 63433 c,73,7.61 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7748/hd-63433-c/
HD 63454 b,123,0.25 Jupiters,9.37,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6655/hd-63454-b/
HD 63765 b,106,0.53 Jupiters,8.1,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6656/hd-63765-b/
HD 63935 b,160,10.8 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8008/hd-63935-b/
HD 63935 c,160,11.1 Earths,8.58,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8009/hd-63935-c/
HD 64114 b,103,17.8 Earths,7.71,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7379/hd-64114-b/
HD 64121 b,424,2.56 Jupiters,7.43,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8385/hd-64121-b/
HD 6434 b,138,0.49 Jupiters,7.72,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6794/hd-6434-b/
HD 65216 b,115,1.295 Jupiters,7.97,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6657/hd-65216-b/
HD 65216 c,115,2.03 Jupiters,7.97,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6658/hd-65216-c/
HD 66141 b,222,6 Jupiters,4.37821,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6659/hd-66141-b/
HD 66428 b,174,3.204 Jupiters,8.25,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6660/hd-66428-b/
HD 66428 c,174,27 Jupiters,8.25,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7888/hd-66428-c/
HD 67087 b,250,3.06 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6661/hd-67087-b/
HD 67087 c,250,4.85 Jupiters,8.05,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6662/hd-67087-c/
HD 6718 b,167,1.68 Jupiters,8.45,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6795/hd-6718-b/
HD 68402 b,256,3.07 Jupiters,9.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7232/hd-68402-b/
HD 564 b,167,0.33 Jupiters,8.32,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6771/hd-564-b/
HD 5891 b,925,7.63 Jupiters,8.09,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6793/hd-5891-b/
HD 59686 A b,291,6.92 Jupiters,5.44299,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7223/hd-59686-a-b/
HD 60292 b,1028,6.5 Jupiters,6.94657,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7846/hd-60292-b/
HD 60532 b,85,1.06 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6652/hd-60532-b/
HD 60532 c,85,2.51 Jupiters,4.44,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6653/hd-60532-c/
HD 62509 b,34,2.3 Jupiters,1.12512,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6654/hd-62509-b/
HD 63433 b,73,5.27 Earths,6.92035,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7747/hd-63433-b/
