name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink 
HD 113538 c,53,0.93 Jupiters,9.05,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6746/hd-113538-c/
HD 113996 b,379,6.3 Jupiters,4.77044,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7203/hd-113996-b/
HD 114386 b,91,1.14 Jupiters,8.73,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6747/hd-114386-b/
HD 114613 b,66,0.357 Jupiters,4.85,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6748/hd-114613-b/
HD 114729 b,123,0.825 Jupiters,6.68,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6751/hd-114729-b/
HD 114762 b,131,10.69 Jupiters,7.3,1989,https://exoplanets.nasa.gov/exoplanet-catalog/6749/hd-114762-b/
HD 114783 b,69,1.1 Jupiters,7.56,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6750/hd-114783-b/
HD 114783 c,69,0.611 Jupiters,7.56,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7298/hd-114783-c/
HD 11506 b,167,4.83 Jupiters,7.51,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6572/hd-11506-b/
HD 11506 c,167,0.408 Jupiters,7.51,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6573/hd-11506-c/
HD 115954 b,286,8.29 Jupiters,8.34,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7926/hd-115954-b/
HD 116029 b,402,1.4 Jupiters,7.88,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6752/hd-116029-b/
HD 116029 c,402,1.27 Jupiters,7.88,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7296/hd-116029-c/
HD 117207 b,106,1.926 Jupiters,7.26,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6753/hd-117207-b/
HD 11755 b,767,5.63 Jupiters,6.88269,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7097/hd-11755-b/
HD 117618 b,123,0.174 Jupiters,7.17,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6754/hd-117618-b/
HD 118203 b,301,2.79 Jupiters,8.05,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6755/hd-118203-b/
HD 11964 b,109,0.622 Jupiters,6.41525,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6575/hd-11964-b/
HD 11964 c,109,25 Earths,6.41525,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6576/hd-11964-c/
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/
HD 12648 b,594,1.96 Jupiters,6.98656,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7098/hd-12648-b/
HD 126525 b,123,0.237 Jupiters,7.85,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7421/hd-126525-b/
HD 126614 b,238,0.41 Jupiters,8.81,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6762/hd-126614-b/
HD 12661 b,123,2.43 Jupiters,7.43,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6577/hd-12661-b/
HD 12661 c,123,1.812 Jupiters,7.43,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6578/hd-12661-c/
HD 128311 b,53,1.769 Jupiters,7.48,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6763/hd-128311-b/
HD 128311 c,53,3.789 Jupiters,7.48,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6764/hd-128311-c/
HD 116029 b,402,1.4 Jupiters,7.88,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6752/hd-116029-b/
HD 116029 c,402,1.27 Jupiters,7.88,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7296/hd-116029-c/
HD 117207 b,106,1.926 Jupiters,7.26,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6753/hd-117207-b/
HD 11755 b,767,5.63 Jupiters,6.88269,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7097/hd-11755-b/
HD 117618 b,123,0.174 Jupiters,7.17,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6754/hd-117618-b/
HD 118203 b,301,2.79 Jupiters,8.05,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6755/hd-118203-b/
HD 11964 b,109,0.622 Jupiters,6.41525,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6575/hd-11964-b/
HD 11964 c,109,25 Earths,6.41525,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6576/hd-11964-c/
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/
HD 12648 b,594,1.96 Jupiters,6.98656,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7098/hd-12648-b/
HD 126525 b,123,0.237 Jupiters,7.85,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7421/hd-126525-b/
HD 126614 b,238,0.41 Jupiters,8.81,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6762/hd-126614-b/
HD 12661 b,123,2.43 Jupiters,7.43,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6577/hd-12661-b/
HD 12661 c,123,1.812 Jupiters,7.43,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6578/hd-12661-c/
HD 128311 b,53,1.769 Jupiters,7.48,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6763/hd-128311-b/
HD 128311 c,53,3.789 Jupiters,7.48,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6764/hd-128311-c/
HD 128356 b,85,0.89 Jupiters,8.2411,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7234/hd-128356-b/
HD 129445 b,220,1.6 Jupiters,8.8,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6765/hd-129445-b/
HD 130322 b,104,1.15 Jupiters,8.04,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6766/hd-130322-b/
HD 131496 b,430,1.8 Jupiters,7.8,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6767/hd-131496-b/
HD 131664 b,172,19.12 Jupiters,8.13,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6920/hd-131664-b/
HD 13167 b,486,3.31 Jupiters,8.34,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7353/hd-13167-b/
HD 13189 b,1624,10.95 Jupiters,7.57,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6579/hd-13189-b/
HD 132406 b,231,5.38 Jupiters,8.45,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6768/hd-132406-b/
HD 132563 b,343,1.49 Jupiters,8.928001,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6919/hd-132563-b/
HD 133131 A b,168,1.42 Jupiters,7.66,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7226/hd-133131-a-b/
HD 133131 A c,168,0.42 Jupiters,7.66,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7227/hd-133131-a-c/
HD 133131 B b,167,2.5 Jupiters,8.413,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7228/hd-133131-b-b/
HD 134060 b,78,10.1 Earths,6.29,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7318/hd-134060-b/
HD 134060 c,78,29.29 Earths,6.29,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7319/hd-134060-c/
HD 134987 b,85,1.61 Jupiters,6.47,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6921/hd-134987-b/
HD 134987 c,85,0.82 Jupiters,6.47,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6922/hd-134987-c/
HD 136352 b,48,4.72 Earths,5.65,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7320/hd-136352-b/
HD 136352 c,48,11.24 Earths,5.65,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7321/hd-136352-c/
HD 136352 d,48,8.82 Earths,5.65,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7322/hd-136352-d/
HD 136418 b,343,2.14 Jupiters,7.849,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6923/hd-136418-b/
HD 136925 b,156,0.84 Jupiters,7.91433,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7878/hd-136925-b/
HD 137388 b,132,0.2 Jupiters,8.71,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6925/hd-137388-b/
HD 137496 b,507,4.04 Earths,9.899,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8047/hd-137496-b/
HD 137496 c,507,7.66 Jupiters,9.899,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8048/hd-137496-c/
HD 13808 b,92,11.2 Earths,8.36,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7825/hd-13808-b/
HD 13808 c,92,9.96 Earths,8.36,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7826/hd-13808-c/
HD 13908 b,259,0.865 Jupiters,7.52,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6580/hd-13908-b/
HD 13908 c,259,5.13 Jupiters,7.52,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6581/hd-13908-c/
HD 13931 b,155,2.2 Jupiters,7.61,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6582/hd-13931-b/
HD 139357 b,366,9.76 Jupiters,5.97272,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6924/hd-139357-b/
HD 1397 b,260,0.415 Jupiters,7.79,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7286/hd-1397-b/
HD 14067 b,463,7.8 Jupiters,6.53329,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6583/hd-14067-b/
HD 141004 b,39,13.63484 Earths,4.4154,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7879/hd-141004-b/
HD 141399 b,121,0.451 Jupiters,7.20856,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7118/hd-141399-b/
HD 141399 c,121,1.33 Jupiters,7.20856,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7119/hd-141399-c/
HD 141399 d,121,1.18 Jupiters,7.20856,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7120/hd-141399-d/
HD 141399 e,121,0.66 Jupiters,7.20856,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7121/hd-141399-e/
HD 141937 b,109,9.69 Jupiters,7.25,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6926/hd-141937-b/
HD 142022 A b,112,4.44 Jupiters,7.7,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6931/hd-142022-a-b/
HD 142245 b,317,3.07 Jupiters,7.46,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6927/hd-142245-b/
HD 142415 b,116,1.67 Jupiters,7.33,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6928/hd-142415-b/
HD 142 b,85,1.25 Jupiters,5.7,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6769/hd-142-b/
HD 142 c,85,5.3 Jupiters,5.7,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6770/hd-142-c/
HD 143105 b,153,1.21 Jupiters,6.77005,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7110/hd-143105-b/
HD 143361 b,223,3.532 Jupiters,9.2,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6929/hd-143361-b/
HD 145377 b,174,6.02 Jupiters,9.236,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6932/hd-145377-b/
HD 145457 b,441,2.23 Jupiters,6.57226,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6930/hd-145457-b/
HD 145675 c,58,5.8 Jupiters,6.61935,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7880/hd-145675-c/
HD 145934 b,743,2.28 Jupiters,8.495,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6933/hd-145934-b/
HD 1461 b,77,6.44 Earths,6.47933,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6772/hd-1461-b/
HD 154672 b,206,5.37 Jupiters,8.21,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6946/hd-154672-b/
HD 154857 b,207,2.45 Jupiters,7.24,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6947/hd-154857-b/
HD 154857 c,207,2.58 Jupiters,7.24,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6948/hd-154857-c/
HD 155193 b,189,0.75 Jupiters,7.0092,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7874/hd-155193-b/
HD 155233 b,242,2.6 Jupiters,6.81,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7101/hd-155233-b/
HD 155358 b,142,0.99 Jupiters,7.28,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6949/hd-155358-b/
HD 155358 c,142,0.82 Jupiters,7.28,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6950/hd-155358-c/
HD 156279 b,118,9.88 Jupiters,8.07,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6951/hd-156279-b/
HD 156279 c,118,8.6 Jupiters,8.07,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7297/hd-156279-c/
HD 156411 b,185,0.74 Jupiters,6.67,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6952/hd-156411-b/
HD 156668 b,79,4.15 Earths,8.43,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6953/hd-156668-b/
HD 156668 c,79,31.4968 Earths,8.43,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7881/hd-156668-c/
HD 156846 b,156,10.67 Jupiters,6.5,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6954/hd-156846-b/
HD 158038 b,309,1.53 Jupiters,7.47,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6955/hd-158038-b/
HD 158259 b,88,2.22 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7611/hd-158259-b/
HD 158259 c,88,5.6 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7612/hd-158259-c/
HD 158259 d,88,5.41 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7613/hd-158259-d/
HD 158259 e,88,6.08 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7614/hd-158259-e/
HD 158259 f,88,6.14 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7615/hd-158259-f/
HD 158996 b,925,14 Jupiters,5.72291,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7254/hd-158996-b/
HD 159243 b,239,1.13 Jupiters,8.65,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6956/hd-159243-b/
HD 159243 c,239,1.9 Jupiters,8.65,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6957/hd-159243-c/
HD 159868 b,182,2.218 Jupiters,7.24,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6958/hd-159868-b/
HD 159868 c,182,0.768 Jupiters,7.24,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6959/hd-159868-c/
HD 1605 b,290,0.934 Jupiters,7.52,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6774/hd-1605-b/
HD 154672 b,206,5.37 Jupiters,8.21,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6946/hd-154672-b/
HD 154857 b,207,2.45 Jupiters,7.24,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6947/hd-154857-b/
HD 154857 c,207,2.58 Jupiters,7.24,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6948/hd-154857-c/
HD 155193 b,189,0.75 Jupiters,7.0092,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7874/hd-155193-b/
HD 155233 b,242,2.6 Jupiters,6.81,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7101/hd-155233-b/
HD 155358 b,142,0.99 Jupiters,7.28,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6949/hd-155358-b/
HD 155358 c,142,0.82 Jupiters,7.28,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6950/hd-155358-c/
HD 156279 b,118,9.88 Jupiters,8.07,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6951/hd-156279-b/
HD 156279 c,118,8.6 Jupiters,8.07,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7297/hd-156279-c/
HD 156411 b,185,0.74 Jupiters,6.67,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6952/hd-156411-b/
HD 156668 b,79,4.15 Earths,8.43,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6953/hd-156668-b/
HD 156668 c,79,31.4968 Earths,8.43,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7881/hd-156668-c/
HD 156846 b,156,10.67 Jupiters,6.5,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6954/hd-156846-b/
HD 158038 b,309,1.53 Jupiters,7.47,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6955/hd-158038-b/
HD 158259 b,88,2.22 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7611/hd-158259-b/
HD 158259 c,88,5.6 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7612/hd-158259-c/
HD 158259 d,88,5.41 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7613/hd-158259-d/
HD 158259 e,88,6.08 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7614/hd-158259-e/
HD 158259 f,88,6.14 Earths,6.47915,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7615/hd-158259-f/
HD 158996 b,925,14 Jupiters,5.72291,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7254/hd-158996-b/
HD 159243 b,239,1.13 Jupiters,8.65,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6956/hd-159243-b/
HD 159243 c,239,1.9 Jupiters,8.65,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6957/hd-159243-c/
HD 159868 b,182,2.218 Jupiters,7.24,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6958/hd-159868-b/
HD 159868 c,182,0.768 Jupiters,7.24,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6959/hd-159868-c/
HD 1605 b,290,0.934 Jupiters,7.52,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6774/hd-1605-b/
HD 1605 c,290,3.62 Jupiters,7.52,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6775/hd-1605-c/
HD 160691 b,51,1.676 Jupiters,5.12,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6960/hd-160691-b/
HD 160691 c,51,1.814 Jupiters,5.12,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6961/hd-160691-c/
HD 160691 d,51,10.5547 Earths,5.12,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6962/hd-160691-d/
HD 160691 e,51,0.5219 Jupiters,5.12,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6963/hd-160691-e/
HD 161178 b,350,0.57 Jupiters,5.88375,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8367/hd-161178-b/
HD 16141 b,123,0.26 Jupiters,6.834,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6584/hd-16141-b/
HD 16175 b,195,5.1 Jupiters,7.297,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6586/hd-16175-b/
HD 162020 b,101,9.84 Jupiters,9.1,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6964/hd-162020-b/
HD 163607 b,221,0.7836 Jupiters,8,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6965/hd-163607-b/
HD 163607 c,221,2.201 Jupiters,8,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6966/hd-163607-c/
HD 16417 b,83,22.1 Earths,5.78,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6585/hd-16417-b/
HD 164509 b,173,0.443 Jupiters,8.1,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6967/hd-164509-b/
HD 164595 b,92,16.14 Earths,7.08597,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7080/hd-164595-b/
HD 164604 b,128,1.99792 Jupiters,9.62,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6969/hd-164604-b/
HD 164922 b,72,0.36497 Jupiters,7.01227,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6968/hd-164922-b/
HD 164922 c,72,13 Earths,7.01227,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7245/hd-164922-c/
HD 164922 d,72,4 Earths,7.01227,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7625/hd-164922-d/
HD 164922 e,72,10.52012 Earths,7.01227,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7882/hd-164922-e/
HD 165155 b,207,2.89 Jupiters,9.36,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7237/hd-165155-b/
HD 1666 b,385,6.43 Jupiters,8.17,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6776/hd-1666-b/
HD 166724 b,147,3.53 Jupiters,9.33,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6970/hd-166724-b/
HD 167042 b,162,1.7 Jupiters,5.98796,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6971/hd-167042-b/
HD 168009 b,76,9.53485 Earths,6.295,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7883/hd-168009-b/
HD 168443 b,129,7.659 Jupiters,6.92122,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6972/hd-168443-b/
HD 1605 c,290,3.62 Jupiters,7.52,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6775/hd-1605-c/
HD 160691 b,51,1.676 Jupiters,5.12,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6960/hd-160691-b/
HD 160691 c,51,1.814 Jupiters,5.12,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6961/hd-160691-c/
HD 160691 d,51,10.5547 Earths,5.12,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6962/hd-160691-d/
HD 160691 e,51,0.5219 Jupiters,5.12,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6963/hd-160691-e/
HD 161178 b,350,0.57 Jupiters,5.88375,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8367/hd-161178-b/
HD 16141 b,123,0.26 Jupiters,6.834,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6584/hd-16141-b/
HD 16175 b,195,5.1 Jupiters,7.297,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6586/hd-16175-b/
HD 162020 b,101,9.84 Jupiters,9.1,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6964/hd-162020-b/
HD 163607 b,221,0.7836 Jupiters,8,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6965/hd-163607-b/
HD 163607 c,221,2.201 Jupiters,8,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6966/hd-163607-c/
HD 16417 b,83,22.1 Earths,5.78,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6585/hd-16417-b/
HD 164509 b,173,0.443 Jupiters,8.1,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6967/hd-164509-b/
HD 164595 b,92,16.14 Earths,7.08597,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7080/hd-164595-b/
HD 164604 b,128,1.99792 Jupiters,9.62,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6969/hd-164604-b/
HD 164922 b,72,0.36497 Jupiters,7.01227,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6968/hd-164922-b/
HD 164922 c,72,13 Earths,7.01227,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7245/hd-164922-c/
HD 164922 d,72,4 Earths,7.01227,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7625/hd-164922-d/
HD 164922 e,72,10.52012 Earths,7.01227,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7882/hd-164922-e/
HD 165155 b,207,2.89 Jupiters,9.36,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7237/hd-165155-b/
HD 1666 b,385,6.43 Jupiters,8.17,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6776/hd-1666-b/
HD 166724 b,147,3.53 Jupiters,9.33,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6970/hd-166724-b/
HD 167042 b,162,1.7 Jupiters,5.98796,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6971/hd-167042-b/
HD 168009 b,76,9.53485 Earths,6.295,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7883/hd-168009-b/
HD 168443 b,129,7.659 Jupiters,6.92122,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6972/hd-168443-b/
HD 1605 c,290,3.62 Jupiters,7.52,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6775/hd-1605-c/
HD 160691 b,51,1.676 Jupiters,5.12,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6960/hd-160691-b/
HD 160691 c,51,1.814 Jupiters,5.12,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6961/hd-160691-c/
HD 160691 d,51,10.5547 Earths,5.12,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6962/hd-160691-d/
HD 160691 e,51,0.5219 Jupiters,5.12,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6963/hd-160691-e/
HD 161178 b,350,0.57 Jupiters,5.88375,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8367/hd-161178-b/
HD 16141 b,123,0.26 Jupiters,6.834,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6584/hd-16141-b/
